1.3125	-0.03125	-1.578125
0.515625	0.015625	1.484375
-1.140625	0.0	1.125
-0.5625	-0.0625	1.796875
-0.125	0.6875	-0.671875
-1.234375	0.296875	-0.5
0.3125	0.0625	1.28125
-1.8125	-0.09375	-1.328125
-1.1875	0.015625	-0.96875
1.046875	-0.046875	-0.75
-0.265625	0.484375	0.1875
-0.53125	-0.03125	-0.3125
-0.53125	-0.015625	1.8125
-1.03125	0.0	-0.546875
0.46875	-0.046875	1.21875
1.859375	-0.46875	-0.796875
-0.078125	-0.078125	0.484375
1.4375	-0.25	0.265625
1.5625	0.0	-0.296875
1.859375	0.125	1.796875
0.578125	0.0	1.59375
1.5	0.015625	-0.0625
-0.5	-0.03125	0.1875
-1.78125	-0.03125	-1.359375
0.78125	-0.9375	1.4375
-0.984375	-0.015625	-0.0625
-0.4375	-0.625	-0.28125
-1.015625	0.015625	0.671875
1.640625	0.0	-1.53125
1.890625	0.015625	1.53125
0.359375	-0.03125	-0.234375
0.171875	-0.375	1.03125
-1.015625	-0.046875	1.109375
0.859375	-0.015625	-0.328125
-1.140625	-0.015625	1.765625
0.75	-0.0625	1.40625
0.578125	0.03125	1.703125
-0.609375	0.09375	1.578125
1.109375	0.0625	-1.4375
-1.484375	-0.03125	1.65625
1.59375	-0.015625	0.875
0.59375	0.203125	0.46875
-0.21875	0.03125	-1.8125
0.25	0.078125	0.296875
-1.890625	-0.09375	0.703125
-1.015625	0.03125	-1.3125
-1.921875	0.0	1.203125
-0.078125	-0.03125	0.875
-1.421875	-0.046875	1.609375
-0.71875	-0.03125	-1.328125
0.296875	0.015625	-0.375
0.390625	0.015625	-0.828125
-1.046875	0.046875	1.453125
